Hello?|Allô ?
I've retired now. They tell me there's some flashy poser in a vampyre outfit doing my old job now, and even giving out prizes to people he thinks are worthy!|Je suis à la retraite maintenant. On me dit qu'un poseur tape-à-l'œil en costume de vampire fait maintenant mon ancien travail et distribue même des prix à ceux qu'il juge dignes !
In my day, people didn't need prizes for taking security seriously! Honestly, I don't know what's the matter with young people these days...|À mon époque, les gens n'avaient pas besoin de récompenses pour prendre la sécurité au sérieux ! Honnêtement, je ne sais pas ce qui ne va pas avec les jeunes d'aujourd'hui......
... but if fear of XP waste is what people need to make them protect themselves properly, I suppose that's how it'll have to be.|mais si la peur de perdre des XP est ce qu'il faut pour que les gens se protègent correctement, je suppose qu'il faudra s'en accommoder.
It's nice to meet someone who takes this stuff seriously! Alright, I'll have a look over your account...|C'est agréable de rencontrer quelqu'un qui prend ces choses au sérieux ! Très bien, je vais jeter un œil à votre compte...
Firstly, make sure you've upgraded to a Jagex Account to get the latest protection. Visit the RuneScape website and log in to update your Account settings.|Tout d'abord, assurez-vous d'avoir mis à niveau votre compte vers un compte Jagex afin de bénéficier de la dernière protection. Rendez-vous sur le site Web de RuneScape et connectez-vous pour mettre à jour les paramètres de votre compte.
Jagex Accounts protect you via two-factor authentication - anyone trying to steal your Jagex Account would need get past that second check too, rather than just learning your password.|Les comptes Jagex vous protègent grâce à une authentification à deux facteurs : toute personne qui tenterait de voler votre compte Jagex devrait également passer ce deuxième contrôle, et ne pas se contenter d'apprendre votre mot de passe.
For additional protection, you can use a mobile authenticator and backup codes too.|Pour une protection supplémentaire, vous pouvez également utiliser un authentificateur mobile et des codes de secours.
Make sure you keep your email account properly secure too, though - good email providers will offer two- factor authentication options.|Veillez également à bien sécuriser votre compte de messagerie électronique. Les bons fournisseurs de messagerie proposent des options d'authentification à deux facteurs.
Well, you're off to a good start - I see you have a Jagex Account, so you should have the latest protection.|Vous êtes sur la bonne voie. Je vois que vous avez un compte Jagex, vous devriez donc bénéficier de la dernière protection.
Aside from that, I see you don't have a Bank PIN. Next time you visit a bank, talk to a banker and ask to check your PIN settings.|Par ailleurs, je constate que vous n'avez pas de code PIN bancaire. La prochaine fois que vous vous rendrez à la banque, demandez à un employé de vérifier vos paramètres PIN.
Aside from that, I see you have a Bank PIN.|À part cela, je vois que vous avez un code PIN bancaire.
Here's a security book for you.|Voici un livret sur la sécurité.
Stay safe!|Restez prudent !
I buy and sell adventurer's equipment, do you want to trade?|J'achète et vends du matériel d'aventurier, voulez-vous faire un échange ?
Many greetings.|Bonjour à tous.
Remember, whenever you set out to do something, something else must be done first.|N'oubliez pas que chaque fois que vous vous lancez dans quelque chose, vous devez d'abord faire autre chose.
I seek knowledge and power!|Je recherche la connaissance et le pouvoir !
Knowledge comes from experience, power comes from battleaxes.|La connaissance vient de l'expérience, le pouvoir vient des haches de combat.
Browsing.|Je regarde.
What for?|Pour quoi faire ?
In a magic shop? Magical items, oddly enough.|Dans une boutique de magie ? Des objets magiques, curieusement.
Anything in particular?|Quelque chose en particulier ?
Whatever Highseer Vandra requires.|Tout ce dont la grande voyante Vandra a besoin.
Highseer Vandra?|La grande voyante Vandra ?
Enough questions. Leave me to browse in peace.|Assez de questions. Laissez-moi regarder tranquillement.
Excuse me.|Excusez-moi.
What is it, human?|Qu'y a-t-il, humain ?
What are you doing up here? It doesn't seem very safe.|Que faites-vous ici ? Cela ne semble pas très sûr.
On the contrary, it would not be safe if we were not up here!|Au contraire, ce ne serait pas sûr si nous n'étions pas ici !
You see, that creature up there has a powerful divine energy about it. That energy is used to protect itself and interfere with our own divine capabilities.|Vous voyez, cette créature là-haut dégage une puissante énergie divine. Cette énergie lui sert à se protéger et à interférer avec nos propres capacités divines.
Divine capabilities? You mean praying to the gods?|Capacités divines ? Vous voulez dire prier les dieux ?
Praying? Yes. To the gods? That is open to interpretation.|Prier ? Oui. Les dieux ? Cela reste ouvert à l'interprétation.
It is?|Vraiment ?
I do not have the time nor desire to explain the advanced concepts of theology to you, but you should know that the Dwarves of Cam Torum take a different approach to worship than your kind.|Je n'ai ni le temps ni l'envie de t'expliquer les concepts avancés de la théologie, mais tu dois savoir que les nains de Cam Torum ont une approche différente du culte par rapport à ton espèce.
Anyway, the point is that without experienced seers to aid you, you may find yourself unable to utilise your prayers as you normally would.|Quoi qu'il en soit, le fait est que sans l'aide de voyants expérimentés, tu pourrais te retrouver incapable d'utiliser tes prières comme tu le ferais normalement.
Interesting. So we need to work together to subdue this creature?|Intéressant. Nous devons donc travailler ensemble pour vaincre cette créature ?
Indeed, just follow our lead and you'll be fine... probably.|En effet, suivez simplement nos instructions et tout ira bien... probablement.
Great! I'm happy to help!|Super ! Je suis ravi de vous aider !
Good. If you have any further questions about your role here, speak to Taala.|Bien. Si vous avez d'autres questions concernant votre rôle ici, adressez-vous à Taala.
Could I trade some tomes in?|Puis-je échanger des grimoires ?
The player is prompted to input the amount of tomes they wish to trade in.|Le joueur est invité à saisir la quantité de grimoires qu'il souhaite échanger.
You can't trade in zero of an item.|Vous ne pouvez pas échanger zéro exemplaire d'un objet.
Trade in 1x Tome of earth (empty) for 250x soiled pages?|Échanger 1 grimoire de terre (vide) contre 250 pages souillées ?
You trade 1x Tome of earth (empty) for some soiled pages.|Vous échangez 1 grimoire de terre (vide) contre quelques pages souillées.
At the Hueycoatl's body: Let's make this beastie move! Seer: Block its attacks with your prayers! Seer: Let's convince that beastie to move! Seer: Let's go! Seer: Nicely done! Seer: Steady now!|Au niveau du corps du Hueycoatl : Faisons bouger cette bête ! Voyant : Bloquez ses attaques avec vos prières ! Voyant : Convainquons cette bête de bouger ! Voyant : Allons-y ! Voyant : Bien joué ! Voyant : Restez calme !
Let's make this beastie move!|Faisons bouger cette bête !
Block its attacks with your prayers!|Bloquez ses attaques avec vos prières !
Let's convince that beastie to move!|Convainquons cette bête de bouger !
Nicely done!|Bien joué !
Steady now!|Restez calme maintenant !
At the Hueycoatl's head: We need to charge all of the pillars using our prayers! Seer: Keep praying to charge the pillars! Seer: Keep praying to bolster your strength! Seer: Excellent! The pillars are boosting your strength! Seer: Well done! The power of the pillars is yours!|À la tête du Hueycoatl : Nous devons charger tous les piliers à l'aide de nos prières ! Voyant : Continuez à prier pour charger les piliers ! Voyant : Continuez à prier pour renforcer votre force ! Voyant : Excellent ! Les piliers renforcent votre force ! Voyant : Bien joué ! Le pouvoir des piliers est à vous !
We need to charge all of the pillars using our prayers!|Nous devons charger tous les piliers à l'aide de nos prières !
Keep praying to charge the pillars!|Continuez à prier pour charger les piliers !
Keep praying to bolster your strength!|Continuez à prier pour renforcer votre force !
Excellent! The pillars are boosting your strength!|Excellent ! Les piliers augmentent votre force !
Well done! The power of the pillars is yours!|Bravo ! Le pouvoir des piliers est à vous !
When the tail phase starts: It's shielded itself! You need to break its concentration! Seer: Watch out for its slam! Seer: Go for the tail! It's a weakspot!|Quand la phase de la queue commence : Il s'est protégé ! Vous devez briser sa concentration ! Voyant : Attention à son coup ! Voyant : Visez la queue ! C'est son point faible !
It's shielded itself! You need to break its concentration!|Il s'est protégé ! Vous devez briser sa concentration !
Watch out for its slam!|Méfiez-vous de ses coups !
Go for the tail! It's a weakspot!|Visez la queue ! C'est son point faible !
When the final phase starts: Well done! Now, let's weaken it a little more! Seer: We did it! Well done!|Lorsque la phase finale commence : Bravo ! Maintenant, affaiblissons-le un peu plus ! Voyant : Nous avons réussi ! Bravo !
Well done! Now, let's weaken it a little more!|Bravo ! Maintenant, affaiblissons-le un peu plus !
We did it! Well done!|Nous avons réussi ! Bravo !
When the Hueycoatl awakens: Oof!|Lorsque Hueycoatl se réveille : Ouf !
Oof!|Ouf !
Forgive me, my child, but I have little time to talk. There is always plenty of Ranul's work to be done here in the Colosseum.|Pardonne-moi, mon enfant, mais j'ai peu de temps pour parler. Il y a toujours beaucoup de travail à faire ici, au Colisée.
Can you tell me a bit about your people?|Peux-tu me parler un peu de ton peuple ?
Ok. Like what?|D'accord. Comme quoi ?
How about the values of the Moon clan!|Que dirais-tu des valeurs du clan de la Lune ?
Let me see... We value knowledge of self because it is this that gives us our strength! It is most important!|Voyons voir... Nous accordons de l'importance à la connaissance de soi, car c'est elle qui nous donne notre force ! C'est le plus important !
Well... I know things about myself. I know I like hot chocolate!|Eh bien... Je sais des choses sur moi-même. Je sais que j'aime le chocolat chaud !
I was meaning something a little deeper than that. We also like to see someone listen. You know how they say a wise man listens?|Je voulais dire quelque chose d'un peu plus profond que ça. Nous aimons aussi voir quelqu'un qui écoute. Tu sais ce qu'on dit, qu'un homme sage écoute ?....
....|....
Did you hear me?|Tu m'as entendu ?....
.... I'm listening.|Je t'écoute.
Most wise.|Très sage.
The player is teleported to Rellekka.|Le joueur est téléporté à Rellekka.
